reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1QT3N5FUQ4I47,B008H0WZEY,lainibug,"[6, 8]","The overall quality of this mattress cover seems good. It is in fact silent and soft. It has a softer, loftier quilting than other covers I've had. The downside is that the large pattern of quilting tends to let the fitted sheet settle noticeably into the grooves so that the unmade bed looks (though doesn't feel) ""lumpy"". You decide if it bothers you, but my husband noticed enough to comment.However, I experienced a problem that other reviewers seem not to have: the cover was too tight a fit for my very normal queen size mattress. The top was the right size, but the sides were not deep or stretchy enough to fit my mattress well. It was far too hard to get it on, and it only stretches about halfway down my mattress on the sides. I measured the depth of my mattress (from top piping to bottom piping) to be less than 9.5"" and the product description says it stretches to fit mattresses up to 15"" deep. I have not had a problem with my previous cover or any of my several different types of queen sheets fitting this mattress. This is before washing, so I know I did not shrink it.Once the protector's covered with a sheet the sleep experience is good, so the tight fit hasn't caused a problem yet other than being a struggle to get on. However, it certainly bothered me. I hope it doesn't works its way off over time, or shrink so as to become unusable.",3.0,"fit is too small for my 9.5"" deep mattress",1348272000,"09 22, 2012"
A3258AIQI17ZEU,B00005EBH9,"R. Mastromauro ""Mommy Dearest""","[0, 0]","I initially thought these were great, until I was making something that required rapid whisking (was making a special frosting recipe)  I used the largest one and it came off at the handle, the wisk just came off into the frosting base I was whisking and generally did not really seem to want to attach back on... Looks like I'm in the market for a new whisk...",3.0,Great until they come off at the handles...,1359072000,"01 25, 2013"
AGWV7GG6X0PTQ,B00029QOW2,"Kevin Lynch ""Crimmy""","[0, 0]",I like the way it makes it easier to tear off sheets. But it is so loud that it can wake up my wife from a sound sleep. The clicking is pretty loud. Other than that it works great.,3.0,Works OK,1364428800,"03 28, 2013"
A39B1M31T3QRPW,B002NGNHBS,James,"[3, 6]","I wish I could say that this product was 100% awesome.  However, the auto mixing unit does not work as it should.  When you call the company they just say that is the nature of the beast.  Other functions work fine.",3.0,Does not work as promised.,1329523200,"02 18, 2012"
AR64P9P1IOZA6,B0090VPFIC,Pantera,"[1, 1]",They look nice but they are a bit to wide in my opinion. I'd rather have something more sleek and agile.,3.0,Almost,1397001600,"04 9, 2014"
A3K6I223PR0PMX,B0026VL4YC,"Byron Butters ""Grampa""","[2, 3]","Mug looks nice but it is bigger than all the standard mugs that we have. Would be nice if they made it in a standard size rather than this wide, fat one.",3.0,Little too big,1364601600,"03 30, 2013"
ARUJ8B1HTISK0,B008NPUTFA,Blondie,"[0, 0]",I use my toaster oven constantly so I'm always on the look out for this type of bakeware. I would say that the sizes of these pans will fit most toaster ovens. They have a nice non stick finish and they do NOT recommend washing in the dishwasher. Which I have done on the trays only to screw up the nice finish and now they just won't clean up like before. The pizza pan is in good shape because I hand wash. Lesson learned :)The sheet trays do 'warp' slightly but they seem to unwarp as well. It doesn't seem to impact it's cooking ability. For the price of this set  and the constant use these thighs get I can't really complain. I'd buy it again but all I really need to replace is the sheet trays,3.0,Does the trick,1395446400,"03 22, 2014"
ABTUNH7645QJL,B005IMZ7MG,Peter Reeve,"[0, 0]","This is a light, simple device for making any rolled food, including sushi rolls.  It comprises the base part, three separate foils with which you squeeze the rolls into shape, and a folding template for cutting the nori.  The latter is especially useful for cutting nori to exactly the right size for this device.The item I received for review had instructions and recipes only in German.  A quick search online will reveal instructions and recipes in English, plus a few video demonstrations of the item in action.The deal breaker for me is that it is too narrow - a little under 3"" wide.  The whole point of something like this is that you can roll long tubes of sushi quickly and easily, then slice them.  With this, you are only going to get 2 or 3 slices from each roll.  So I just don't see it as much of a time saver.",3.0,Eine kleine sushi maker,1325376000,"01 1, 2012"
A2LSFXEBY7OEUR,B000UBB7U6,"Kelly Botteron ""LBot""","[3, 4]","As a college student I don't care what my forks look like, I just needed more and I definitely got what I paid for.  These look like they were directly cut from a large piece of sheet metal, however they still get the job done and it's not like they are cutting my mouth or anything.  If you intend on serving guests with these forks I would advise you to pass.",3.0,Super cheap but look like it too,1262304000,"01 1, 2010"
A2K22IGDSNM0WY,B00JGM7Z5Q,Deborah Levinson,"[0, 4]","I hate the way the feet work. The screw ends are not capped, and that could cause scratches on my stove top if I left them on. What I did instead was decide to take them off and leave them off and now this is a very nicely raised cutting board which works well on my center island. Not what it was intended to do or be, but I'm really loving the surface and ease of cleaning.",3.0,Issues but Functional,1403740800,"06 26, 2014"
A2JSKM60VTCNI,B005IR4W7W,"Paul Stuart ""&#34;...also I'll brush my teeth...","[24, 28]","Referencing constructive critics of this coffee maker - and as a needed disclaimer - I love my coffee, but don't expect barista grade drip from a $100 machine. Thus, my expectations were for a reliable, programmable, even temperature, consistent drip, and easy to clean coffee maker. The DCC-3000 meets and exceeded all these requirements.ISSUES RAISED IN PREVIOUS REVIEWS:I'm wondering if Cuisinart quietly upgraded this unit from its earliest reviews, notably the coffee gauge that I've had little to no problems with. I did find, however, that the reservoir seating is critical to the gauge level. Meaning, a non-perfect fit will declare it always full/empty. Try re-seating the main reservoir if the gauge is acting ornery. Still, it's best to consider the gauge a guide versus accurate assessment of cups left.On a related note, be very careful to ensure the water (FIRM placement) and coffee reservoirs, likewise the basket area are placed properly. The spilling others noted did cross my path, and appeared linked to the brew basket area slightly off. Note that the basket indicates placement within the reservoir via a textual marker (top right).Again - and per above - I didn't expect greatness, but did not find the coffee burnt in any way. The temperature remained steady and drinkable...better than a beloved, previous Cuisinart I owned.Finally, most of the DCC-3000 can be cleaned in a dishwasher. There's no need for baking soda or other methods. The manual specifies what elements can/'t be cleaned. As an educational point: the filter itself can also be washed in the dishwasher. A thorough cleaning of this is sorely needed every now and then (a quick whiff will give that away!).ADDITIONAL OBSERVATIONS:These issues addressed, I simply love the absence of a carafe, the convenience of single cup dispensing. No more worries about drips mid-brew (to grab a quick cup), and I dig the light guide for where the DCC-3000 is dispensing. Also, dispensing area is quite high, meaning you'd be hard pressed to find a mug incapable of fitting underneath the dispenser.Build quality of the DCC-3000 is very good, and disassembles easily for cleanup. The only irritant is the too small filter casing within the water reservoir. It seems a glutton for punishment in being such a tight fit.SUMMATION:Yes, there are better makes/models out there, but this is a novel coffee maker that does well at its price point. It appears (from my use) that some earlier hiccups were addressed in Cuisinart QA. Several months in, and the DCC-3000 continues to impress.**UPDATE - SEP 2012: I ran into some leaking, coffee inconsistency as described by other reviewers. In response, I pressed the spring/seals up/down on the water and coffee reservoir + ensured proper seating, also a clean movement of the dispenser within the main coffee reservoir area. Upon examination, it looked like the spring/gasket in the coffee reservoir might have shifted slightly, perhaps the culprit...? Would not be a surprise if this occurred in a dishwashing run.I called Cuisinart in tandem. Cuisinart was adamant x 100 in these problems stemming directly from calcification in the water reservoir gasket seal, recommended a 50/50 water/vinegar cleaning solution method (letting it sit in the water reservoir for 30 min unplugged). They advised running through that batch...then 2 or more until all the solution was gone. Also offered to solve any/all problems this didn't address (calling them back). I used the Urnex powder solution available on Amazon to accomplish the Cuisinart steps. All seems fixed.In short - if you're running into leaks and related, don't wait for the clean light to come out. The first time I saw it flash was ironically through a cleaning cycle (from some soap buildup). **** UPDATE - FEB 2014 **First, coffee starting leaking upon pouring; the unit would not disengage. After finagling the switch up/down, it thankfully stopped.Water reservoir was up to its no good tricks once again. Decalcification did not work. From observations, the spring (water release) at the bottom of the reservoir was no longer properly sealing/opening. Cuisinart sent a replacement, which seems to have done the trick. For now.**While I love the concept of this unit, I can't believe the amount of problems over a mere 1+ year period. While Cuisinart's customer service is both solid and knowledgable, I lowered my rating to 3 stars based on hassle factor. A coffee maker shouldn't be this temperamental.",3.0,"Quirky coffee maker...finicky water reservoir + pour switch, w/ UPDATE (FEB 2014)",1343347200,"07 27, 2012"
